#{"t_start": 1781192784.7854083, "env_id": "None"}
r,l,t,distance_mm,is_success
14.229813,4,3.042029,2.8505194926095365,True
13.895068,5,3.042797,2.395158079993764,True
15.067668,6,3.043708,4.987150515939991,True
15.505314,6,3.044605,5.629152635820835,True
13.414498,12,3.046325,6.083704817517964,True
14.374292,4,3.046964,5.4421905097207075,True
14.563854,7,3.048,7.143786979637408,True
12.910635,4,3.048628,2.216147255369402,True
12.554693,7,3.049663,2.422587554170065,True
13.242908,7,3.050701,7.918233764256736,True
12.519727,11,3.052274,6.492581962296498,True
13.985411,8,3.055831,4.187085489843347,True
14.13296,6,3.056786,6.3653641472743026,True
13.274528,5,3.057577,4.778138846703702,True
12.857501,2,3.057941,4.6566435463079,True
14.176612,3,3.058434,7.26125389922981,True
13.315952,5,3.059224,7.35620741917897,True
13.038468,3,3.059731,6.143329726053016,True
13.985766,6,3.060642,7.682333591373313,True
13.362502,2,3.061002,6.84671039252964,True
13.027302,10,3.062449,4.247188024741001,True
13.147507,4,3.063087,7.849768441094892,True
13.178047,4,3.063727,6.353594182201579,True
15.060734,6,3.06464,3.088738606768235,True
15.972833,4,3.065275,6.693363660317686,True
12.817025,11,3.066858,3.1555175835169242,True
15.008528,9,3.068173,3.50100062616443,True
13.12707,7,3.069225,7.777813121858157,True
12.736441,12,3.070949,6.942793548060074,True
13.429299,5,3.071722,7.742033251747126,True
14.575373,4,3.072353,7.63222342207504,True
12.18177,7,3.073388,3.248534400275581,True
12.664879,4,3.074022,7.560500368852095,True
12.823368,8,3.0752,7.150085118454847,True
11.579477,11,3.07678,5.377902706068838,True
13.044673,7,3.077826,6.851325345414881,True
13.870313,4,3.078455,4.90020035066643,True
11.419725,19,3.081134,6.686681914106277,True
13.800096,9,3.082446,7.736379801094977,True
14.110686,4,3.083084,7.132760806879601,True
13.778269,5,3.083857,5.854842794530941,True
12.906203,3,3.084349,3.419170667253001,True
13.826785,7,3.085381,6.2118248929761055,True
12.681566,7,3.086419,3.9122472543718745,True
13.078418,13,3.088279,3.887375351456903,True
12.984023,10,3.089722,5.5008772030601625,True
12.706638,1,3.089937,7.375416608349428,True
12.669042,8,3.091097,7.149504894468532,True
13.675295,6,3.092001,4.730344477616153,True
13.749877,7,3.093038,5.744821065870399,True
13.850711,7,3.094085,7.93552152424081,True
12.704199,8,3.095261,5.290621361079312,True
12.730185,10,3.096725,5.981718003570173,True
12.918291,16,3.164271,4.2699831680891505,True
12.265999,11,3.165909,7.9393028877516185,True
14.955473,6,3.166858,2.6762327270330797,True
14.005089,7,3.167912,6.375416145885223,True
12.671075,5,3.168676,6.514753867774826,True
12.896817,10,3.170121,6.311420974383025,True
11.99106,15,3.172231,3.7584251085129443,True
14.611183,7,3.173269,6.008957313438156,True
14.678275,6,3.174172,3.1322005973171727,True
13.410851,9,3.17548,5.021488461747695,True
14.039496,9,3.176787,6.031276142277817,True
13.237187,7,3.177826,5.599484392383926,True
13.665046,7,3.17886,6.359184023682187,True
14.482807,7,3.179887,4.741553669347474,True
13.468076,11,3.181441,3.059326459046091,True
12.896903,5,3.182202,6.896924987230408,True
13.977541,8,3.18336,6.124037440358213,True
12.202971,8,3.184515,6.273043972180325,True
12.832873,3,3.18501,7.743645496640921,True
14.136552,4,3.185631,7.384174950580806,True
13.154965,3,3.186115,6.280237897489636,True
14.000752,4,3.186735,4.403756582022224,True
14.041715,7,3.187754,5.474890851008986,True
13.75857,4,3.188371,6.578965987168638,True
16.694087,4,3.188992,1.8439928002597679,True
13.744521,12,3.190706,4.210755142823471,True
14.013768,3,3.191191,7.761373334207795,True
13.235504,11,3.192752,2.4947915867983075,True
14.828964,7,3.193779,4.501131811797371,True
14.659379,7,3.1948,6.96075695573177,True
13.97176,8,3.195953,6.868920203746447,True
14.460029,6,3.196842,5.08628254193637,True
14.8014,7,3.197866,5.501701464225283,True
12.494307,11,3.199428,3.6491304815873016,True
13.100925,4,3.200053,7.0823221916658925,True
13.14529,8,3.201215,6.918358077596906,True
13.463715,3,3.201705,3.0440123475138323,True
13.749058,7,3.202723,7.033008440337813,True
14.120411,6,3.203604,6.808951674894228,True
12.614581,7,3.204632,7.685498850796112,True
13.152578,6,3.205515,7.899470865133237,True
12.479569,5,3.206268,5.697112242154128,True
12.169201,10,3.207699,6.6819538388781785,True
13.922589,5,3.208446,4.151752309360293,True
13.294732,4,3.209065,2.882588746670798,True
13.852515,9,3.210349,6.386760052638275,True
14.252133,7,3.211377,5.746931882942052,True
12.372032,7,3.212404,7.770862329472683,True
14.407117,6,3.213303,6.195878884850855,True
14.293932,7,3.214328,3.7569038003560653,True
14.058115,3,3.214817,7.436452362659471,True
12.938335,6,3.21572,2.58368218043221,True
15.509593,4,3.21634,4.777839892770156,True
13.139965,3,3.216822,4.680300849326624,True
13.529124,3,3.217305,7.233789468736273,True
13.553864,8,3.218463,6.540606029720094,True
14.806143,7,3.219489,5.416177270009547,True
13.335801,2,3.219843,4.656049293143286,True
13.552742,3,3.220323,3.6122790167878835,True
13.447244,4,3.220941,6.168918727904298,True
13.078717,10,3.222373,5.796373519614587,True
15.594884,4,3.223011,4.382425888542578,True
13.422873,3,3.223496,4.079322952072093,True
14.566653,7,3.224523,4.551156820813481,True
13.19927,8,3.225692,7.507380266078116,True
12.102738,10,3.227119,6.303086806521369,True
11.802947,12,3.228807,5.724450389487704,True
13.269078,8,3.229956,6.311046476370666,True
14.212407,11,3.231538,2.9147173544616303,True
13.779712,8,3.232699,6.165774578932285,True
13.693202,3,3.233184,7.23673183725763,True
14.325972,6,3.234101,6.436379456473472,True
13.613678,8,3.235267,5.914671822286035,True
13.893547,6,3.236162,4.494798998605872,True
11.895124,10,3.237609,5.573361344997927,True
13.004383,5,3.238368,5.176722498463692,True
12.476351,4,3.238987,6.576172061259682,True
13.583209,9,3.240279,4.798076293330543,True
12.183151,8,3.241437,6.316544540047987,True
12.317043,5,3.24219,7.838830861128704,True
14.373225,8,3.243342,6.811416395268507,True
11.838032,11,3.244902,5.719577835407432,True
14.862524,6,3.245793,6.340450992416072,True
15.685834,9,3.247087,0.9589358133480704,True
13.924648,5,3.247854,5.260984409769646,True
12.707154,12,3.249551,7.7848726132625,True
12.291401,7,3.250573,6.668607138504668,True
14.599343,7,3.251597,5.168254211438737,True
14.53107,7,3.252622,5.958557196865162,True
14.711483,6,3.253526,7.897962250452094,True
13.368433,8,3.254684,7.550353556052121,True
14.175336,9,3.255982,7.254171368161492,True
11.996542,7,3.257006,7.452220733636173,True
14.03338,10,3.258424,5.938622361137928,True
15.08724,5,3.259187,7.393044563450668,True
14.828812,9,3.260484,5.516852681783387,True
13.116924,2,3.260839,7.613249549662779,True
14.47181,8,3.262,7.0175394009730345,True
15.245942,4,3.262611,7.90362605011538,True
13.736617,7,3.263635,6.982961963337904,True
13.831853,7,3.264657,5.882638968783271,True
15.4967,6,3.265541,5.681951628783639,True
13.368925,5,3.266287,4.083036944136288,True
13.49842,6,3.267177,7.912800764551853,True
14.3872,7,3.268193,6.280044365469867,True
14.104533,3,3.268676,6.947439379733431,True
13.819773,6,3.269559,5.209198301284621,True
12.3059,11,3.27112,4.7573237599974165,True
13.749859,3,3.271605,6.0059610526298215,True
12.902874,5,3.27236,6.9526210738123515,True
14.185464,7,3.273385,5.606784369246409,True
13.047118,11,3.274935,5.741730924712895,True
13.346124,3,3.275415,3.8667115397330787,True
13.385874,6,3.276292,6.457562758392885,True
13.528936,8,3.277447,6.3423227144948635,True
13.794501,7,3.27847,7.324399880559871,True
13.91607,8,3.279633,6.390140756911725,True
13.854067,7,3.280664,7.742643498271849,True
14.145808,4,3.281279,4.259778986462201,True
13.329815,15,3.283361,3.6681992394562286,True
14.702622,8,3.284515,4.75838590665696,True
13.455642,4,3.285141,6.640508509584096,True
13.965501,7,3.28616,6.536108633718967,True
13.161339,2,3.286504,7.327780655648015,True
14.118662,7,3.287519,3.9094150551041973,True
11.893426,4,3.288136,7.571802152638824,True
15.313874,6,3.289024,2.304842213302086,True
13.232773,3,3.289508,6.812026568371489,True
13.944924,5,3.290259,6.277190330991343,True
13.691369,3,3.290748,4.065966654421276,True
13.02683,10,3.292176,7.333383069910536,True
13.59339,2,3.292521,7.73196691531335,True
12.054352,13,3.294343,7.224293193800297,True
13.376913,2,3.294698,7.389011213275775,True
13.339298,6,3.295573,3.224283819879108,True
13.128113,9,3.296858,3.1613027961010043,True
14.745297,5,3.297604,7.551404049428478,True
12.291735,5,3.298357,3.9171588028942743,True
13.031369,7,3.299385,5.531213928886031,True
14.296738,6,3.300273,1.9164652007467928,True
15.702785,6,3.301166,4.673223911310626,True
14.833701,5,3.301925,5.2369218257908265,True
13.850564,6,3.302829,6.96516670971089,True
15.329824,3,3.303314,5.828018465966227,True
12.779292,4,3.303937,6.706955224985362,True
13.428919,8,3.305093,7.350470432104661,True
12.459446,10,3.306522,7.220846661764263,True
13.100422,3,3.307016,5.246314147717579,True
12.586294,7,3.308048,3.62839450763153,True
13.167619,10,3.309484,7.632782089901045,True
12.985121,8,3.310651,4.756030484023418,True
12.179155,7,3.311688,5.1501566516534645,True
13.249422,8,3.31285,5.771261223705075,True
13.561597,6,3.31374,5.72841210114664,True
13.099966,4,3.379709,4.061584815930028,True
14.852297,6,3.380687,4.433748827831497,True
13.334574,2,3.381069,7.7668122947008325,True
14.988725,6,3.381983,0.5829121389528308,True
13.062616,4,3.382616,2.1416767340400895,True
13.726405,7,3.383653,3.9461971630504435,True
14.749059,5,3.384419,3.8281470073865544,True
14.407604,7,3.38545,5.545123437180871,True
13.138176,8,3.38663,4.314263844225492,True
11.960629,10,3.388077,6.393819934613912,True
12.933358,6,3.388973,6.16898750020944,True
14.914559,6,3.389867,7.453949510739056,True
14.660515,7,3.390898,7.879633148651503,True
13.998341,7,3.39194,5.5806587102904475,True
12.660989,3,3.392434,4.409856241267727,True
10.643051,16,3.394679,7.305072938227019,True
13.493492,8,3.395849,7.616142841376763,True
14.029195,8,3.397016,6.615670801271255,True
12.882501,4,3.397642,7.2226410806146735,True
14.531624,5,3.3984,5.069922582784932,True
13.874612,2,3.398753,7.322912381346222,True
13.791834,3,3.399235,5.580232421949994,True
13.592025,3,3.399719,2.485349023555126,True
14.23732,3,3.400207,6.0361879781076455,True
14.068493,8,3.401366,6.5375284054661655,True
14.05383,6,3.402257,4.130529455164459,True
14.034489,4,3.402879,3.5773078652934305,True
14.332782,4,3.403499,3.052585387229716,True
14.467867,5,3.404262,3.4068822931002436,True
14.837858,6,3.405157,6.050129570584601,True
12.924589,3,3.405644,4.789315278721271,True
15.109083,6,3.406531,5.234546633359667,True
12.930682,9,3.407823,5.0525803986757545,True
13.04319,5,3.408579,7.508429667150596,True
13.218523,8,3.409738,6.002454799914421,True
13.557161,4,3.410354,3.3658606532133173,True
13.284827,6,3.411243,5.6459632559830215,True
12.999889,4,3.411871,2.6134592509273076,True
13.662433,4,3.412491,6.176824815537502,True
13.556915,4,3.413121,6.306561788174228,True
14.733603,8,3.414299,3.4382789873761825,True
14.422806,5,3.415069,4.316020594177428,True
14.413679,6,3.415973,4.099739306978438,True
13.826373,5,3.416736,6.970694137442138,True
14.17878,3,3.417225,7.049425901540285,True
11.405257,9,3.418525,5.807544722202887,True
12.583126,3,3.419022,5.812585894348608,True
13.626636,10,3.420461,7.534049720673812,True
13.58472,5,3.421225,6.010639210833024,True
15.062561,9,3.422525,6.8262701543319375,True
13.7753,5,3.423283,7.75157620425985,True
15.416465,9,3.42458,4.815538006243857,True
13.907685,7,3.425608,5.284668502125829,True
12.959835,3,3.426102,6.657647305739797,True
13.141689,4,3.426726,6.0285610310578335,True
13.200771,2,3.427073,3.3952653756371336,True
14.173005,6,3.427962,2.8252837321892943,True
14.023134,6,3.428871,4.5468581637042425,True
13.439057,7,3.429934,5.269384578955623,True
14.074002,8,3.431104,5.649656585769815,True
15.015472,7,3.43214,4.579268894731578,True
13.002935,3,3.432632,7.372167750027007,True
15.470266,5,3.433393,3.6399706181737472,True
14.660167,7,3.434446,2.8682865369566444,True
13.515296,7,3.43548,5.126762850241187,True
14.736522,2,3.435838,5.400859741880314,True
13.784636,6,3.436758,7.8825037937448705,True
13.980166,3,3.437244,3.1897792270744927,True
14.375402,4,3.43787,3.299145792296151,True
13.073726,10,3.439307,6.551222984296099,True
14.011028,4,3.439945,5.961914213892372,True
12.673253,2,3.440293,5.722021504852447,True
14.836022,6,3.441179,7.208541788621294,True
14.265573,7,3.442208,3.23259490474624,True
15.613637,7,3.443236,1.8867487804742542,True
14.112518,7,3.44426,6.218368798548994,True
12.712053,10,3.445696,6.713045509317963,True
15.445636,4,3.446315,7.185350871416159,True
15.339063,6,3.447205,7.7350150582097195,True
12.196033,12,3.44892,5.726571843649205,True
13.840335,4,3.449541,5.247317773706076,True
14.371359,9,3.450837,4.340877913386218,True
14.409105,5,3.451593,7.999060791778769,True
12.211918,8,3.452755,4.210941221893208,True
13.921003,4,3.453376,6.252573723153734,True
12.566397,14,3.455334,7.635048292918694,True
14.618571,7,3.456371,6.1616141257263335,True
12.775429,3,3.456865,3.156418072739808,True
13.331815,2,3.457212,1.2960810022242644,True
13.119269,8,3.458366,7.71526409335568,True
13.633342,8,3.459528,6.101942238897219,True
16.031372,3,3.460019,6.564152502067608,True
14.621285,6,3.460913,7.639354045987023,True
14.380201,11,3.462472,3.7717137029916294,True
14.08524,6,3.46337,4.699015754295909,True
15.026456,8,3.464533,6.89189436209424,True
13.896886,5,3.465298,7.267580608935313,True
13.242808,5,3.466067,6.265957915773985,True
15.455553,4,3.466695,4.515152421820597,True
13.038496,4,3.467315,7.376434827689017,True
14.324468,5,3.468077,5.550720986902581,True
13.148542,4,3.468703,4.1815263446561515,True
13.257777,2,3.469051,3.33670106432932,True
14.06321,4,3.469669,7.851334926090573,True
14.920976,4,3.470287,1.3281685855045529,True
14.272494,5,3.471039,3.22824485684185,True
13.71193,7,3.472072,5.509095938848111,True
12.850869,4,3.4727,6.906868244547547,True
12.814267,6,3.473587,7.616974831270176,True
13.915197,3,3.474073,5.887495238719602,True
12.863456,4,3.474694,5.36192310968962,True
13.678953,16,3.476931,7.968576537710889,True
13.779553,4,3.477548,6.1935277754851485,True
14.225178,7,3.478571,2.3460726767769184,True
13.090376,15,3.480691,5.121675775774541,True
13.723862,3,3.48118,3.7055552891934425,True
15.350828,5,3.481938,7.647010684330658,True
14.919825,3,3.482425,6.570614934733394,True
14.925748,6,3.483317,5.59219290990308,True
13.62569,4,3.483948,3.9127502892362376,True
14.095097,6,3.484844,5.118408534357953,True
14.028655,7,3.485879,3.278257946303064,True
13.79848,4,3.486504,5.1036843019466955,True
13.353661,3,3.486991,7.534949551191542,True
13.492763,4,3.487606,7.738483891386034,True
12.90073,9,3.488911,5.260725437599563,True
14.091689,7,3.489947,6.11195447592259,True
14.394042,8,3.491114,7.112588631000369,True
14.77361,6,3.492014,4.836618259455417,True
13.937824,6,3.49291,2.8125838290817033,True
14.19692,5,3.493677,2.965979950207795,True
12.835438,7,3.494705,6.350311532831823,True
13.490126,4,3.495321,5.786802909770285,True
13.711626,6,3.49621,4.808823886684559,True
14.241127,7,3.497241,6.740739096665911,True
14.104293,5,3.498002,5.716131477323187,True
13.926833,7,3.499034,7.773811579004687,True
15.599796,4,3.499659,5.641102813910189,True
14.667447,3,3.500147,6.0332210179755945,True
11.828689,7,3.501171,7.603211083795782,True
13.461431,7,3.502208,5.0372345852847165,True
14.170754,3,3.502701,6.545245882210641,True
13.561312,9,3.504007,4.847236825852025,True
13.670297,6,3.50491,3.8290420132275913,True
15.302277,5,3.505667,6.305941813079425,True
14.135201,2,3.506017,6.488019479950984,True
13.976366,3,3.506498,6.297402521966199,True
13.517352,6,3.507387,5.66014048953833,True
15.411196,5,3.508151,7.39947395026961,True
14.794887,4,3.508782,6.854008476929265,True
13.716969,2,3.50913,5.862229112630586,True
13.88268,5,3.509885,5.376911766413061,True
13.977691,6,3.510786,6.175750820762149,True
14.308488,6,3.511679,7.593615278600152,True
16.157403,6,3.51257,4.360647382206297,True
12.709129,6,3.513458,7.0101977857992015,True
15.421844,6,3.514359,7.568075660022394,True
14.779756,6,3.515253,7.351997466233921,True
14.581631,5,3.516017,7.709337905170957,True
14.230454,5,3.516781,5.520255107866886,True
13.661179,3,3.517266,2.2874069660349297,True
15.302292,9,3.518562,6.187767283456887,True
13.338926,3,3.519053,7.290398751472989,True
13.566873,9,3.520357,1.121215872131259,True
13.747422,4,3.520991,7.591381450831501,True
14.759972,8,3.522153,6.783908435752333,True
15.745567,4,3.522783,6.3623658183433225,True
13.470763,5,3.52353,6.626511914575535,True
15.930041,6,3.524423,6.444552124418304,True
14.3691,4,3.525048,6.708121334658257,True
15.839794,8,3.526234,4.8096465869987055,True
13.741539,5,3.527001,7.605190120165975,True
13.151415,7,3.528031,6.70118037342861,True
14.046433,3,3.52852,7.022526817965354,True
14.148842,5,3.529277,4.540576308847439,True
13.253504,4,3.529902,6.122516803582734,True
14.715858,5,3.530658,7.9273299894940426,True
15.407758,3,3.531142,6.861216715330659,True
12.599114,1,3.531344,7.934188483602642,True
12.314844,6,3.532228,7.568368389935619,True
14.178284,9,3.598711,6.758123150600847,True
13.708603,5,3.599536,7.506217920701257,True
15.32653,3,3.600047,5.82373444989025,True
15.792735,6,3.600988,5.891019956259731,True
12.390895,5,3.601772,6.978883854290761,True
13.269887,7,3.602824,5.754946359911428,True
14.658859,6,3.603736,6.472574826061603,True
13.777889,10,3.605189,7.482433553522705,True
13.339049,7,3.606232,4.598064993312866,True
13.894724,7,3.607282,5.662532445995771,True
14.408087,6,3.608187,6.598637850657266,True
13.781268,8,3.609367,5.844154637496499,True
13.202527,9,3.610669,3.825569792368411,True
13.753366,3,3.611161,3.476806077843203,True
12.558172,9,3.612461,7.359507364392,True
15.018534,4,3.613093,5.706282934447118,True
15.621963,6,3.613994,6.823848978047534,True
14.10221,7,3.615055,6.211055911228171,True
14.520575,6,3.615957,7.09808998593886,True
13.613886,1,3.616166,7.712841893383426,True
12.947909,3,3.616652,5.109993580286186,True
13.746207,3,3.617142,7.876766269868066,True
11.892659,7,3.618169,7.425188662916297,True
15.176678,5,3.618938,5.0680173697826865,True
15.795011,4,3.61956,7.477750292551366,True
13.16818,4,3.620188,4.249754286591531,True
14.952423,3,3.62068,4.1491903144373055,True
14.152726,7,3.621708,4.106691084415826,True
14.288097,5,3.622456,2.5646477843782374,True
12.594058,3,3.622941,7.793166073843953,True
15.906239,7,3.623976,1.9949677569569852,True
14.179839,5,3.624741,6.0356356238984965,True
13.335453,3,3.625228,6.3439458998228,True
13.882138,6,3.626118,7.172725426617744,True
14.009532,5,3.626877,7.043449908966417,True
13.660898,7,3.627908,5.015009909031664,True
13.189157,4,3.628529,7.797837193267815,True
13.764612,5,3.629287,3.6975244736056356,True
13.28282,2,3.629642,5.1781432339725475,True
14.27661,6,3.630534,7.405735494565311,True
13.159439,6,3.631435,7.5064267658103425,True
14.27248,6,3.632327,6.4099919275662,True
14.047872,9,3.633621,7.564163922924775,True
13.923963,13,3.635492,3.992926732610573,True
15.242342,8,3.636687,5.33864867675021,True
11.233518,15,3.638814,3.3176917010351965,True
14.080243,9,3.640118,6.896611339033849,True
14.799047,10,3.641555,7.6082929191144295,True
15.294006,6,3.642457,1.8548185544117122,True
16.088747,5,3.643215,4.111368945578858,True
15.712205,6,3.644112,4.276542337315519,True
15.940543,5,3.644872,3.839210574107786,True
13.45619,2,3.64522,6.685108146413,True
13.910993,7,3.646243,4.9389380323580685,True
13.043032,3,3.646733,5.932418670768923,True
13.890283,5,3.647479,5.847950154105835,True
14.891245,5,3.648234,6.925288117518621,True
14.195234,6,3.649125,3.4530035329549778,True
15.215868,7,3.650148,7.7632611954426896,True
14.224252,6,3.651038,7.485236229282561,True
14.135417,2,3.651387,7.02864652135205,True
13.723646,6,3.652266,3.352195343499912,True
12.974154,2,3.652609,7.672725172847496,True
14.958229,4,3.653234,3.9893991679222855,True
13.42695,13,3.655061,1.6131209153050736,True
12.677008,12,3.656764,4.0415887081016155,True
12.937591,3,3.657253,6.126777567496849,True
15.606778,6,3.658325,5.140952075432644,True
15.289138,4,3.658985,5.804425970283293,True
15.474945,4,3.659613,6.2378692425191735,True
13.443877,7,3.660642,1.4602117170851452,True
15.281849,2,3.660994,2.9089487718362044,True
14.994896,4,3.661608,6.823846132275199,True
13.896379,7,3.662642,7.210920549340385,True
13.912541,7,3.663675,6.816218193711381,True
14.091714,4,3.664298,5.048801356179498,True
15.353748,3,3.664787,6.785190374146744,True
12.676503,3,3.665271,6.543872186093076,True
14.176651,4,3.665896,3.472721421451554,True
15.041658,6,3.666789,7.282724796632012,True
13.824517,5,3.667549,5.339680677986645,True
14.956963,7,3.668601,3.8890037272239546,True
13.869086,5,3.669372,7.38606352838569,True
13.572864,6,3.670273,4.924376870026114,True
15.199391,7,3.671309,3.3062150893089286,True
14.689713,4,3.671937,6.8909220826468145,True
14.044095,6,3.672827,6.965454044793434,True
16.020876,8,3.67399,2.9353124908945714,True
14.117338,8,3.675165,7.910594397196071,True
13.919133,4,3.675795,7.799401446832346,True
15.529662,4,3.676422,1.7164262397881824,True
15.259527,5,3.677184,5.999187294301862,True
15.114433,9,3.678473,4.938570691832859,True
14.449991,3,3.678967,6.626104454626742,True
14.889828,6,3.679864,2.7037168501405997,True
14.339767,2,3.680212,5.228257500607097,True
14.731888,3,3.680697,4.808364973813305,True
11.331982,20,3.683483,2.871394844023212,True
13.607119,6,3.684385,7.2601390447834335,True
15.56446,4,3.685013,7.933193648016842,True
13.573673,7,3.686035,7.491651676648742,True
13.343624,8,3.687196,3.721956611502695,True
13.351955,6,3.688091,7.297436409248133,True
13.027509,5,3.688854,6.5624463849525645,True
13.996096,4,3.689471,7.7682984222406395,True
15.387699,7,3.690509,2.6117442057763074,True
14.859461,4,3.691136,7.625499622693523,True
14.51037,5,3.691894,6.8201907193414355,True
13.689166,3,3.692382,7.352473549786555,True
15.666602,3,3.692866,3.5511348739290067,True
14.33076,6,3.693764,4.210476080087477,True
14.655862,6,3.694666,7.126849269711949,True
11.760279,8,3.695829,7.484131065869433,True
13.271622,2,3.69618,4.728366659598074,True
15.206232,6,3.69707,7.682771879615767,True
13.276673,3,3.697554,3.5684344940150265,True
13.313406,9,3.698859,5.136929100256558,True
15.155699,7,3.699889,3.1564517859228465,True
14.499737,7,3.70093,5.356698245496358,True
13.510587,4,3.701557,2.9030656125769743,True
13.526769,4,3.70218,7.813567732476523,True
11.902998,5,3.702944,7.382859035015728,True
13.684927,4,3.703562,4.976398214629763,True
14.849599,5,3.704319,5.167627650330378,True
14.084387,4,3.704947,7.355476788210604,True
13.308002,5,3.705709,4.780703721605528,True
13.656324,8,3.706888,5.5837696807969115,True
13.307348,7,3.707923,7.026282362850763,True
14.425194,7,3.708973,2.6494552097278667,True
15.751365,5,3.709754,3.332371170565187,True
12.846241,3,3.710243,4.803098660782735,True
13.532063,4,3.710869,7.384275166810228,True
15.239622,8,3.712044,6.549124573576172,True
13.58222,3,3.712533,7.244157023551153,True
14.161736,5,3.713297,7.266612327845875,True
13.871166,5,3.714063,7.449178319689701,True
12.809908,7,3.715093,6.622568460874262,True
14.722758,3,3.715577,3.0300837957493076,True
14.444688,3,3.716072,4.170729855343529,True
13.697668,8,3.717256,3.561105747812399,True
13.355598,7,3.718304,6.729497293497526,True
14.00398,3,3.718803,6.147683526610338,True
14.500529,6,3.719704,7.371689764853477,True
14.83866,5,3.720467,4.274468581741808,True
13.1055,4,3.721085,7.757928212731224,True
15.248296,3,3.721566,7.839096520292801,True
12.97091,5,3.722327,7.863005162594852,True
13.33857,3,3.722821,5.54615395598956,True
13.197013,3,3.723304,3.882099104710825,True
13.539821,5,3.724063,6.862385386908399,True
14.705121,5,3.724824,4.73488120251208,True
14.537088,7,3.725854,7.658113043361917,True
12.821315,13,3.727686,4.364636713968786,True
12.943165,4,3.728304,7.499493002937423,True
15.469298,5,3.729061,6.469816166872221,True
13.21793,13,3.730908,3.7077336862856596,True
13.518232,8,3.732078,7.77975387620463,True
14.997411,5,3.732855,4.675776695678841,True
14.553434,4,3.733481,7.954107191051975,True
13.539475,4,3.73413,7.387802332361619,True
12.315469,3,3.734622,4.863393947373953,True
14.190646,4,3.735256,7.0987237447887175,True
12.839489,3,3.735743,4.801536137578124,True
13.624693,4,3.73637,7.616471628274448,True
13.844912,5,3.737158,7.206053036971664,True
16.346305,6,3.738074,3.622754528036428,True
13.233678,4,3.738711,6.496517236436369,True
16.159393,8,3.739883,3.7069708266472468,True
12.660795,4,3.74051,3.261956007964047,True
16.310292,6,3.741407,5.112497914980242,True
13.577594,2,3.741767,4.245461068296974,True
13.181462,3,3.74226,4.983604219152901,True
14.777781,6,3.743178,4.647591172907853,True
14.365209,4,3.743811,5.83879707841201,True
16.066385,7,3.744843,6.55465258831102,True
13.088659,7,3.745872,7.308654384906087,True
14.562317,4,3.746495,6.102617373467651,True
15.445043,5,3.747252,4.804283692213899,True
14.348382,6,3.748142,4.459443224552144,True
12.937494,4,3.748768,5.473080489714767,True
13.542508,5,3.749525,7.369310173150447,True
13.423698,7,3.75055,4.601716353117351,True
13.528464,4,3.75118,2.3097571722426227,True
13.06758,2,3.751534,6.812275087403813,True
13.306572,2,3.751887,7.78397119678189,True
13.269719,13,3.818954,5.155825282240098,True
14.047034,3,3.819489,2.1914671639637993,True
12.359291,5,3.820289,5.092201584339255,True
13.985367,4,3.820941,4.016524928937378,True
14.677174,6,3.821867,3.3857708325770037,True
14.293762,4,3.822502,7.376517245756232,True
13.821112,7,3.823547,6.433403851638188,True
13.759101,5,3.824318,7.852907707291523,True
15.630517,3,3.824815,7.591901133867768,True
14.224135,5,3.825577,3.0079195190853767,True
13.237864,6,3.826477,4.103434578122109,True
12.530078,9,3.827794,7.5126390423185,True
15.312734,4,3.828424,5.847177759574761,True
14.143653,6,3.829324,5.506920213734946,True
14.46006,3,3.829821,6.447233485458826,True
12.665798,1,3.830035,5.625957960459033,True
13.622386,8,3.831198,3.1818969449580736,True
13.764609,7,3.832232,5.609969147295125,True
13.398601,6,3.83313,6.11181096809999,True
14.506616,3,3.83362,6.2436202088639625,True
13.542229,8,3.834818,4.778726566391343,True
13.702255,7,3.835861,4.254765715903834,True
13.258628,7,3.836924,7.61285861522377,True
13.628063,4,3.837556,5.697021687844178,True
14.278013,6,3.838459,3.0252826188460955,True
13.502738,2,3.838818,4.637868663813224,True
15.609275,7,3.839856,4.832243290132523,True
15.701482,6,3.840762,4.504451246627978,True
13.158351,6,3.841656,7.804092793084244,True
13.999709,7,3.84269,4.89662173187522,True
13.976237,6,3.843581,5.972805077308021,True
14.352352,4,3.844205,6.427215220311199,True
13.986754,5,3.844969,7.202230701418077,True
13.604341,3,3.845457,5.762915481335627,True
13.721258,5,3.846211,6.978300938976132,True
11.399169,19,3.848854,5.488784127983419,True
13.451521,7,3.849889,3.5534961843943025,True
13.94669,6,3.850783,4.042445347703895,True
15.983283,6,3.85168,6.396631763158368,True
12.965787,4,3.852305,5.357629143340618,True
12.881535,3,3.852795,7.85807726028202,True
12.571028,4,3.85341,5.605975505824427,True
13.020117,3,3.853894,7.955228081559585,True
13.023907,2,3.854239,5.536964024409211,True
13.131229,10,3.855666,5.86051559507285,True
14.760471,5,3.856421,7.751450609373586,True
13.587581,5,3.857181,3.1180194860682704,True
12.868325,4,3.857818,3.689069190459199,True
14.490488,5,3.858568,3.480373874330267,True
14.221464,6,3.859459,4.7703083098919805,True
14.31261,6,3.860357,6.616923488338103,True
13.949314,7,3.861387,7.155535300284147,True
13.037467,10,3.862825,6.787037159048338,True
15.785961,7,3.863865,5.094211700198958,True
12.626747,3,3.864353,7.03188894792018,True
15.277541,6,3.865241,7.86184966425548,True
